player_id,player_name,dimension_value,events,avg_score,win_rate,good_count,bad_count
1359,Adrian Meronk,Moderate,22,0.42,0.182,4.0,7.0
1359,Adrian Meronk,Calm,20,-0.086,0.25,5.0,4.0
1359,Adrian Meronk,Tough,2,1.89,0.0,0.0,1.0
1470,Adrian Otaegui,Moderate,10,0.02,0.1,1.0,1.0
1470,Adrian Otaegui,Calm,7,2.046,0.143,1.0,4.0
1470,Adrian Otaegui,Tough,1,2.21,0.0,0.0,1.0
1230,Adrien Dumont de Chassart,Calm,68,0.451,0.221,15.0,20.0
1230,Adrien Dumont de Chassart,Moderate,37,0.536,0.162,6.0,11.0
1230,Adrien Dumont de Chassart,Tough,8,-1.166,0.5,4.0,1.0
1370,Adrien Saddier,Calm,30,0.089,0.267,8.0,7.0
1370,Adrien Saddier,Moderate,9,-0.482,0.222,2.0,2.0
1370,Adrien Saddier,Tough,1,4.04,0.0,0.0,1.0
1572,Aguri Iwasaki,Moderate,6,5.385,0.0,0.0,4.0
1572,Aguri Iwasaki,Calm,5,0.688,0.0,0.0,1.0
1572,Aguri Iwasaki,Tough,1,2.55,0.0,0.0,1.0
1084,Akshay Bhatia,Calm,182,-0.804,0.357,65.0,28.0
1084,Akshay Bhatia,Moderate,102,-0.316,0.255,26.0,21.0
1084,Akshay Bhatia,Tough,10,-1.711,0.5,5.0,1.0
2024,Alan Morin,Calm,3,4.72,0.0,0.0,3.0
2024,Alan Morin,Moderate,1,-1.73,0.0,0.0,0.0
2223,Albert Boneta,Calm,2,-8.385,1.0,2.0,0.0
2386,Albin Choi,Moderate,1,8.01,0.0,0.0,1.0
2386,Albin Choi,Calm,1,6.47,0.0,0.0,1.0
1258,Aldrich Potgieter,Calm,57,0.176,0.298,17.0,19.0
1258,Aldrich Potgieter,Moderate,31,1.113,0.226,7.0,15.0
1258,Aldrich Potgieter,Tough,2,-1.385,0.5,1.0,0.0
1789,Alejandro Cañizares,Moderate,3,4.713,0.0,0.0,2.0
1789,Alejandro Cañizares,Calm,2,0.91,0.5,1.0,1.0
1521,Alejandro Del Rey,Calm,12,-0.863,0.417,5.0,3.0
1521,Alejandro Del Rey,Moderate,2,1.415,0.0,0.0,1.0
2023,Alejandro Madariaga,Calm,3,-0.473,0.0,0.0,0.0
2023,Alejandro Madariaga,Moderate,1,-0.57,0.0,0.0,0.0
1195,Alejandro Tosti,Calm,106,0.705,0.292,31.0,34.0
1195,Alejandro Tosti,Moderate,50,0.404,0.3,15.0,19.0
1195,Alejandro Tosti,Tough,8,0.854,0.125,1.0,2.0
1971,Alex Beach,Moderate,3,3.25,0.0,0.0,2.0
1971,Alex Beach,Calm,1,7.43,0.0,0.0,1.0
1635,Alex Cejka,Moderate,6,3.275,0.0,0.0,3.0
1635,Alex Cejka,Calm,3,0.63,0.0,0.0,1.0
1704,Alex Chiarella,Calm,7,2.763,0.0,0.0,3.0
1704,Alex Chiarella,Moderate,1,6.62,0.0,0.0,1.0
1477,Alex Fitzpatrick,Calm,12,0.447,0.25,3.0,3.0
1477,Alex Fitzpatrick,Moderate,6,-1.73,0.5,3.0,0.0
2214,Alex Gaugert,Moderate,2,3.42,0.0,0.0,1.0
2211,Alex Goff,Calm,2,1.03,0.0,0.0,1.0
2367,Alex Lee,Calm,2,4.025,0.0,0.0,2.0
2090,Alex Maguire,Moderate,2,3.215,0.0,0.0,1.0
1100,Alex Noren,Calm,169,-0.459,0.29,49.0,29.0
1100,Alex Noren,Moderate,105,-1.3,0.438,46.0,12.0
1100,Alex Noren,Tough,7,1.481,0.0,0.0,3.0
1767,Alex Schaake,Calm,6,2.905,0.167,1.0,3.0
1010,Alex Smalley,Calm,239,-0.375,0.28,67.0,50.0
1010,Alex Smalley,Moderate,128,-0.291,0.281,36.0,22.0
1010,Alex Smalley,Tough,16,0.408,0.188,3.0,6.0
1809,Alex Vogelsong,Calm,3,1.17,0.0,0.0,1.0
1809,Alex Vogelsong,Moderate,1,-0.92,0.0,0.0,0.0
2266,Alex Welch,Calm,1,5.56,0.0,0.0,1.0
2266,Alex Welch,Moderate,1,3.79,0.0,0.0,1.0
2278,Alex Wrigley,Moderate,2,4.26,0.0,0.0,1.0
1315,Alexander Björk,Moderate,29,0.24,0.241,7.0,8.0
1315,Alexander Björk,Calm,29,0.36,0.241,7.0,6.0
1315,Alexander Björk,Tough,4,-1.678,0.5,2.0,0.0
1567,Alexander Knappe,Calm,12,-0.124,0.417,5.0,5.0
1578,Alexander Levy,Calm,10,-0.278,0.4,4.0,1.0
1578,Alexander Levy,Moderate,1,-3.91,1.0,1.0,0.0
2344,Alexander Yang,Calm,2,3.305,0.0,0.0,1.0
1604,Alfredo Garcia-Heredia,Calm,8,-0.311,0.375,3.0,2.0
1604,Alfredo Garcia-Heredia,Moderate,2,0.4,0.0,0.0,0.0
1475,Alistair Docherty,Calm,14,1.346,0.214,3.0,5.0
1475,Alistair Docherty,Moderate,4,-1.405,0.5,2.0,1.0
2279,Altin Van Der Merwe,Moderate,2,3.26,0.0,0.0,1.0
1435,Alvaro Ortiz,Calm,21,0.061,0.286,6.0,4.0
1435,Alvaro Ortiz,Moderate,1,0.08,0.0,0.0,0.0
1284,Anders Albertson,Calm,53,1.32,0.075,4.0,23.0
1284,Anders Albertson,Moderate,23,1.124,0.087,2.0,7.0
2009,Anders Larson,Calm,3,8.737,0.0,0.0,3.0
2009,Anders Larson,Moderate,1,16.66,0.0,0.0,1.0
2092,Andi Xu,Calm,2,3.64,0.0,0.0,1.0
1667,Andre Chi,Calm,5,5.064,0.0,0.0,4.0
1667,Andre Chi,Moderate,3,3.213,0.0,0.0,2.0
1688,Andre Metzger,Moderate,4,3.835,0.0,0.0,3.0
1688,Andre Metzger,Calm,4,2.205,0.0,0.0,3.0
1489,Andrea Pavan,Calm,14,-0.176,0.286,4.0,5.0
1489,Andrea Pavan,Moderate,2,4.335,0.0,0.0,1.0
2168,Andreas Halvorsen,Calm,2,2.03,0.0,0.0,1.0
1979,Andres Romero,Calm,2,4.12,0.0,0.0,2.0
1979,Andres Romero,Moderate,2,-1.51,0.0,0.0,0.0
2122,Andrew Beckler,Moderate,2,2.12,0.0,0.0,1.0
1956,Andrew Filbert,Moderate,2,3.58,0.0,0.0,1.0
1956,Andrew Filbert,Calm,2,5.785,0.0,0.0,2.0
1939,Andrew Johnston,Calm,4,0.822,0.5,2.0,2.0
1594,Andrew Kozan,Calm,8,0.307,0.375,3.0,3.0
1594,Andrew Kozan,Moderate,2,2.005,0.0,0.0,1.0
1226,Andrew Landry,Calm,73,1.832,0.096,7.0,34.0
1226,Andrew Landry,Moderate,43,2.595,0.07,3.0,22.0
2110,Andrew Loupe,Moderate,2,4.45,0.0,0.0,2.0
2417,Andrew McCain,Calm,1,2.73,0.0,0.0,1.0
2417,Andrew McCain,Moderate,1,-2.38,1.0,1.0,0.0
1029,Andrew Novak,Calm,215,0.17,0.265,57.0,64.0
1029,Andrew Novak,Moderate,136,-0.365,0.272,37.0,26.0
1029,Andrew Novak,Tough,13,-2.142,0.308,4.0,0.0
1012,Andrew Putnam,Calm,242,-0.472,0.248,60.0,35.0
1012,Andrew Putnam,Moderate,129,-0.332,0.24,31.0,23.0
1012,Andrew Putnam,Tough,11,0.707,0.0,0.0,3.0
2065,Andrew Stephens,Moderate,1,6.71,0.0,0.0,1.0
2065,Andrew Stephens,Calm,1,6.82,0.0,0.0,1.0
1593,Andrew Svoboda,Calm,9,-0.15,0.222,2.0,2.0
1593,Andrew Svoboda,Moderate,1,5.18,0.0,0.0,1.0
2311,Andrew Walker,Calm,2,7.755,0.0,0.0,2.0
1530,Andrew Wilson,Calm,13,0.122,0.231,3.0,4.0
1530,Andrew Wilson,Moderate,1,1.71,0.0,0.0,0.0
2318,Andrew Zielinski,Moderate,1,4.66,0.0,0.0,1.0
2318,Andrew Zielinski,Tough,1,4.16,0.0,0.0,1.0
1647,Andy Ogletree,Calm,5,1.974,0.2,1.0,3.0
1647,Andy Ogletree,Moderate,3,1.457,0.0,0.0,1.0
2203,Andy Spencer,Calm,2,5.115,0.0,0.0,2.0
1482,Andy Sullivan,Calm,15,-0.459,0.333,5.0,4.0
1482,Andy Sullivan,Moderate,2,0.335,0.0,0.0,0.0
2153,Andy Zhang,Moderate,1,-1.34,0.0,0.0,0.0
2153,Andy Zhang,Calm,1,2.19,0.0,0.0,1.0
1542,Angel Ayora,Calm,12,0.577,0.25,3.0,3.0
1472,Angel Hidalgo,Calm,11,-0.835,0.455,5.0,3.0
1472,Angel Hidalgo,Moderate,7,2.743,0.143,1.0,5.0
2231,Angelo Giantsopoulos,Calm,2,5.115,0.0,0.0,2.0
1325,Anirban Lahiri,Calm,33,0.134,0.273,9.0,7.0
1325,Anirban Lahiri,Moderate,23,-0.322,0.304,7.0,3.0
1325,Anirban Lahiri,Tough,2,-3.92,1.0,2.0,0.0
2230,Anson Cabello,Tough,1,1.04,0.0,0.0,0.0
2230,Anson Cabello,Moderate,1,7.68,0.0,0.0,1.0
2420,Anthony Cordes,Calm,1,6.43,0.0,0.0,1.0
2420,Anthony Cordes,Moderate,1,5.29,0.0,0.0,1.0
2208,Anthony Maccaglia,Calm,1,1.62,0.0,0.0,0.0
2208,Anthony Maccaglia,Moderate,1,4.51,0.0,0.0,1.0
1875,Anthony Quayle,Moderate,3,-2.273,0.667,2.0,0.0
1875,Anthony Quayle,Calm,1,-2.67,1.0,1.0,0.0
1259,Antoine Rozner,Calm,54,-0.058,0.278,15.0,13.0
1259,Antoine Rozner,Moderate,30,0.184,0.3,9.0,10.0
1259,Antoine Rozner,Tough,5,1.008,0.2,1.0,1.0
2202,Aram Yenidjeian,Calm,2,8.285,0.0,0.0,2.0
1387,Arjun Atwal,Calm,17,1.328,0.118,2.0,9.0
1387,Arjun Atwal,Moderate,17,1.667,0.118,2.0,9.0
1387,Arjun Atwal,Tough,1,-0.04,0.0,0.0,0.0
1911,Armando Favela,Calm,3,1.737,0.0,0.0,1.0
1911,Armando Favela,Moderate,1,0.79,0.0,0.0,0.0
2376,Ashley Chesters,Moderate,2,0.76,0.0,0.0,0.0
1649,Ashton McCulloch,Calm,7,2.316,0.143,1.0,3.0
1649,Ashton McCulloch,Moderate,1,1.01,0.0,0.0,0.0
1458,Ashun Wu,Calm,11,0.352,0.182,2.0,2.0
1458,Ashun Wu,Moderate,8,0.351,0.25,2.0,3.0
1458,Ashun Wu,Tough,1,-0.79,0.0,0.0,0.0
1254,Augusto Núñez,Calm,52,1.203,0.154,8.0,18.0
1254,Augusto Núñez,Moderate,39,-0.307,0.333,13.0,8.0
1254,Augusto Núñez,Tough,2,2.055,0.0,0.0,1.0
2341,Austen Christiansen,Calm,2,0.16,0.5,1.0,1.0
1650,Austen Truslow,Moderate,4,4.908,0.0,0.0,3.0
1650,Austen Truslow,Calm,4,1.305,0.0,0.0,2.0
2200,Austin Connelly,Moderate,1,-0.73,0.0,0.0,0.0
2200,Austin Connelly,Calm,1,9.42,0.0,0.0,1.0
1143,Austin Cook,Calm,133,0.751,0.233,31.0,47.0
1143,Austin Cook,Moderate,81,0.591,0.173,14.0,23.0
1143,Austin Cook,Tough,5,1.35,0.2,1.0,3.0
1602,Austin Duncan,Calm,7,0.134,0.143,1.0,1.0
1602,Austin Duncan,Moderate,3,2.54,0.0,0.0,2.0
1071,Austin Eckroat,Calm,187,-0.291,0.267,50.0,38.0
1071,Austin Eckroat,Moderate,113,-0.065,0.221,25.0,19.0
1071,Austin Eckroat,Tough,10,0.393,0.1,1.0,2.0
1701,Austin Greaser,Moderate,6,1.65,0.0,0.0,3.0
1701,Austin Greaser,Calm,2,2.145,0.0,0.0,1.0
1625,Austin Hitt,Calm,9,1.093,0.222,2.0,4.0
1625,Austin Hitt,Moderate,1,-1.92,0.0,0.0,0.0
2198,Austin Hurt,Moderate,2,6.73,0.0,0.0,2.0
1116,Austin Smotherman,Calm,152,0.319,0.197,30.0,39.0
1116,Austin Smotherman,Moderate,96,0.081,0.24,23.0,18.0
1116,Austin Smotherman,Tough,7,0.544,0.143,1.0,1.0
2267,Austin Wylie,Calm,2,4.305,0.0,0.0,2.0
2229,BJ Doucett,Calm,2,4.75,0.0,0.0,2.0
1648,Barclay Brown,Calm,5,-3.366,0.6,3.0,1.0
1648,Barclay Brown,Moderate,3,-0.94,0.667,2.0,1.0
1755,Barend Botha,Calm,4,0.745,0.25,1.0,1.0
1755,Barend Botha,Moderate,2,-0.455,0.0,0.0,0.0
2098,Baron Szeto,Calm,2,-6.385,1.0,2.0,0.0
1597,Bastien Amat,Calm,9,-0.784,0.222,2.0,3.0
1597,Bastien Amat,Moderate,1,4.08,0.0,0.0,1.0
1926,Beau Breault,Calm,3,1.503,0.0,0.0,2.0
1926,Beau Breault,Moderate,1,-1.92,0.0,0.0,0.0
2442,Beau Forest,Calm,1,-13.3,1.0,1.0,0.0
1009,Beau Hossler,Calm,245,-0.318,0.269,66.0,43.0
1009,Beau Hossler,Moderate,127,0.012,0.283,36.0,33.0
1009,Beau Hossler,Tough,12,-1.338,0.25,3.0,2.0
2226,Beck Burnette,Calm,2,0.19,0.5,1.0,1.0
2225,Ben Campbell,Moderate,2,-0.74,0.5,1.0,0.0
1502,Ben Carr,Calm,10,0.322,0.2,2.0,4.0
1502,Ben Carr,Moderate,6,0.235,0.167,1.0,2.0
1953,Ben Cook,Calm,3,3.047,0.0,0.0,1.0
1953,Ben Cook,Moderate,1,3.32,0.0,0.0,1.0
1293,Ben Crane,Calm,35,1.016,0.086,3.0,12.0
1293,Ben Crane,Moderate,32,0.589,0.125,4.0,14.0
1293,Ben Crane,Tough,4,2.67,0.0,0.0,2.0
1022,Ben Griffin,Calm,223,-1.024,0.359,80.0,28.0
1022,Ben Griffin,Moderate,133,-0.606,0.248,33.0,15.0
1022,Ben Griffin,Tough,16,-0.823,0.313,5.0,3.0
1440,Ben James,Calm,15,0.953,0.133,2.0,4.0
1440,Ben James,Moderate,6,0.513,0.0,0.0,2.0
1440,Ben James,Tough,1,0.12,0.0,0.0,0.0
1763,Ben Kern,Moderate,4,6.155,0.0,0.0,4.0
1763,Ben Kern,Calm,2,1.925,0.0,0.0,1.0
1123,Ben Kohles,Calm,156,-0.062,0.282,44.0,38.0
1123,Ben Kohles,Moderate,77,0.011,0.273,21.0,18.0
1123,Ben Kohles,Tough,11,1.244,0.091,1.0,2.0
2412,Ben Lorenz,Moderate,2,4.12,0.0,0.0,2.0
1120,Ben Martin,Calm,140,-0.183,0.271,38.0,24.0
1120,Ben Martin,Moderate,98,0.193,0.204,20.0,25.0
1120,Ben Martin,Tough,10,0.277,0.0,0.0,3.0
1439,Ben Polland,Calm,18,0.856,0.222,4.0,7.0
1439,Ben Polland,Moderate,4,2.305,0.0,0.0,2.0
2195,Ben Sigel,Calm,2,5.305,0.0,0.0,2.0
1166,Ben Silverman,Calm,121,-0.239,0.281,34.0,28.0
1166,Ben Silverman,Moderate,64,0.047,0.188,12.0,9.0
1166,Ben Silverman,Tough,6,1.038,0.0,0.0,2.0
1185,Ben Taylor,Calm,108,0.671,0.185,20.0,33.0
1185,Ben Taylor,Moderate,56,1.206,0.161,9.0,20.0
1185,Ben Taylor,Tough,11,0.526,0.273,3.0,3.0
1744,Ben Warian,Calm,5,0.398,0.0,0.0,1.0
1744,Ben Warian,Moderate,1,3.51,0.0,0.0,1.0
1879,Ben Willman,Calm,3,6.723,0.0,0.0,3.0
1879,Ben Willman,Moderate,1,3.79,0.0,0.0,1.0
2007,Benjamin Hebert,Calm,3,-0.65,0.333,1.0,0.0
2007,Benjamin Hebert,Moderate,1,8.71,0.0,0.0,1.0
1490,Bernd Wiesberger,Calm,9,-1.001,0.333,3.0,1.0
1490,Bernd Wiesberger,Moderate,7,-0.49,0.143,1.0,1.0
1736,Bernhard Langer,Moderate,4,0.875,0.0,0.0,2.0
1736,Bernhard Langer,Calm,2,1.69,0.0,0.0,1.0
2270,Berry Henson,Calm,2,1.805,0.0,0.0,1.0
1201,Bill Haas,Calm,95,0.625,0.189,18.0,31.0
1201,Bill Haas,Moderate,61,0.399,0.164,10.0,17.0
1201,Bill Haas,Tough,2,1.715,0.0,0.0,1.0
2191,Billy Andrade,Calm,2,4.255,0.0,0.0,2.0
2410,Billy Davis,Moderate,1,1.63,0.0,0.0,0.0
2410,Billy Davis,Calm,1,0.53,0.0,0.0,0.0
1085,Billy Horschel,Calm,174,-0.399,0.287,50.0,40.0
1085,Billy Horschel,Moderate,106,-0.546,0.283,30.0,20.0
1085,Billy Horschel,Tough,12,0.568,0.083,1.0,3.0
1536,Bio Kim,Moderate,7,1.114,0.0,0.0,2.0
1536,Bio Kim,Calm,4,-0.215,0.25,1.0,0.0
1536,Bio Kim,Tough,1,2.21,0.0,0.0,1.0
2207,Björn Åkesson,Calm,2,2.53,0.0,0.0,1.0
1367,Blades Brown,Calm,26,-0.419,0.385,10.0,6.0
1367,Blades Brown,Moderate,11,0.07,0.273,3.0,2.0
1367,Blades Brown,Tough,4,-0.495,0.0,0.0,0.0
1312,Blaine Hale Jr.,Calm,42,0.887,0.19,8.0,11.0
1312,Blaine Hale Jr.,Moderate,16,1.099,0.125,2.0,5.0
1312,Blaine Hale Jr.,Tough,5,2.242,0.0,0.0,2.0
1930,Blake Elliott,Calm,4,0.205,0.25,1.0,1.0
2014,Blake Hathcoat,Calm,3,1.923,0.333,1.0,2.0
2014,Blake Hathcoat,Moderate,1,7.66,0.0,0.0,1.0
1937,Blake Kennedy,Moderate,2,2.57,0.0,0.0,1.0
1937,Blake Kennedy,Calm,2,-1.45,0.5,1.0,0.0
1547,Blake McShea,Calm,10,0.652,0.2,2.0,3.0
1547,Blake McShea,Moderate,2,-0.07,0.0,0.0,0.0
1805,Blaze Akana,Moderate,4,4.205,0.0,0.0,3.0
1328,Bo Hoag,Calm,34,0.709,0.176,6.0,10.0
1328,Bo Hoag,Moderate,24,1.756,0.125,3.0,11.0
1331,Bo Van Pelt,Moderate,29,1.161,0.138,4.0,10.0
1331,Bo Van Pelt,Calm,27,1.006,0.185,5.0,9.0
2055,Bob Sowards,Calm,2,3.905,0.0,0.0,2.0
2140,Bobby Gates,Calm,2,5.405,0.0,0.0,2.0
1839,Bobby Massa,Moderate,3,-0.337,0.333,1.0,1.0
1839,Bobby Massa,Calm,1,7.29,0.0,0.0,1.0
1750,Boo Weekley,Moderate,4,3.183,0.0,0.0,3.0
1750,Boo Weekley,Calm,2,4.805,0.0,0.0,1.0
2403,Bowen Mauss,Calm,2,4.26,0.0,0.0,2.0
1855,Brad Adamonis,Moderate,2,4.4,0.0,0.0,2.0
1855,Brad Adamonis,Calm,2,7.535,0.0,0.0,2.0
2096,Brad Hopfinger,Moderate,2,-0.34,0.5,1.0,1.0
1847,Brad Kennedy,Moderate,3,-1.94,0.333,1.0,0.0
1847,Brad Kennedy,Calm,1,2.33,0.0,0.0,1.0
1794,Brad Marek,Calm,4,1.785,0.0,0.0,1.0
1794,Brad Marek,Moderate,1,1.82,0.0,0.0,0.0
1476,Braden Shattuck,Calm,12,2.812,0.0,0.0,8.0
1476,Braden Shattuck,Moderate,5,1.662,0.0,0.0,2.0
1476,Braden Shattuck,Tough,1,7.26,0.0,0.0,1.0
1289,Braden Thornberry,Calm,52,1.36,0.115,6.0,19.0
1289,Braden Thornberry,Moderate,18,0.48,0.111,2.0,4.0
1289,Braden Thornberry,Tough,3,0.57,0.333,1.0,1.0
1881,Brady Calkins,Moderate,2,2.12,0.0,0.0,1.0
1881,Brady Calkins,Calm,2,10.305,0.0,0.0,2.0
1364,Branden Grace,Moderate,25,0.003,0.12,3.0,3.0
1364,Branden Grace,Calm,16,1.253,0.0,0.0,6.0
1364,Branden Grace,Tough,1,1.82,0.0,0.0,0.0
1693,Brandon Berry,Calm,5,1.266,0.4,2.0,3.0
1693,Brandon Berry,Moderate,3,1.813,0.0,0.0,1.0
1914,Brandon Bingaman,Moderate,2,3.73,0.0,0.0,2.0
1914,Brandon Bingaman,Calm,2,4.905,0.0,0.0,2.0
1959,Brandon Crick,Calm,4,0.455,0.25,1.0,1.0
1310,Brandon Hagy,Calm,37,0.889,0.189,7.0,14.0
1310,Brandon Hagy,Moderate,27,1.46,0.148,4.0,13.0
1575,Brandon Harkins,Calm,8,0.619,0.25,2.0,2.0
1575,Brandon Harkins,Moderate,3,-0.607,0.333,1.0,0.0
1924,Brandon Hoelzer,Calm,3,-1.163,0.333,1.0,0.0
1924,Brandon Hoelzer,Moderate,1,5.08,0.0,0.0,1.0
1267,Brandon Matthews,Calm,49,2.178,0.102,5.0,23.0
1267,Brandon Matthews,Moderate,37,2.288,0.162,6.0,19.0
1551,Brandon Robinson Thompson,Calm,8,1.186,0.125,1.0,4.0
1551,Brandon Robinson Thompson,Moderate,4,0.355,0.25,1.0,1.0
1822,Brandon Stone,Moderate,2,0.335,0.0,0.0,0.0
1822,Brandon Stone,Calm,2,1.27,0.0,0.0,0.0
1104,Brandon Wu,Calm,164,0.045,0.213,35.0,39.0
1104,Brandon Wu,Moderate,98,-0.258,0.235,23.0,17.0
1104,Brandon Wu,Tough,11,-0.77,0.273,3.0,3.0
1137,Brandt Snedeker,Calm,143,0.332,0.224,32.0,39.0
1137,Brandt Snedeker,Moderate,75,0.663,0.16,12.0,26.0
1137,Brandt Snedeker,Tough,7,0.497,0.286,2.0,3.0
2265,Brendan Leonard,Calm,1,1.47,0.0,0.0,0.0
2265,Brendan Leonard,Moderate,1,8.01,0.0,0.0,1.0
1272,Brendan Steele,Calm,54,0.068,0.296,16.0,16.0
1272,Brendan Steele,Moderate,26,-0.348,0.308,8.0,6.0
1272,Brendan Steele,Tough,3,1.463,0.333,1.0,2.0
1460,Brendan Valdes,Calm,16,1.844,0.125,2.0,7.0
1460,Brendan Valdes,Moderate,4,-1.92,0.5,2.0,1.0
1843,Brendon Jelley,Calm,4,1.705,0.0,0.0,2.0
2138,Brendon Michael Doyle,Calm,2,2.53,0.0,0.0,2.0
1095,Brendon Todd,Calm,172,0.29,0.227,39.0,49.0
1095,Brendon Todd,Moderate,105,-0.307,0.305,32.0,18.0
1095,Brendon Todd,Tough,10,-1.37,0.4,4.0,1.0
2137,Brendon de Jonge,Moderate,1,1.27,0.0,0.0,0.0
2137,Brendon de Jonge,Calm,1,6.42,0.0,0.0,1.0
1255,Brent Grant,Calm,52,1.703,0.096,5.0,19.0
1255,Brent Grant,Moderate,39,0.142,0.256,10.0,10.0
1255,Brent Grant,Tough,2,0.555,0.0,0.0,1.0
1316,Brett Drewitt,Calm,42,1.029,0.19,8.0,16.0
1316,Brett Drewitt,Moderate,20,1.852,0.0,0.0,7.0
1520,Brett Stegmaier,Calm,11,-0.755,0.182,2.0,1.0
1520,Brett Stegmaier,Moderate,3,1.843,0.0,0.0,2.0
2185,Brett Webster,Calm,1,5.47,0.0,0.0,1.0
2185,Brett Webster,Moderate,1,-1.99,0.0,0.0,0.0
1498,Brett White,Calm,12,-0.604,0.417,5.0,3.0
1498,Brett White,Moderate,4,2.208,0.0,0.0,2.0
2135,Brian Bergstol,Calm,2,5.905,0.0,0.0,2.0
1253,Brian Campbell,Calm,66,0.655,0.197,13.0,21.0
1253,Brian Campbell,Moderate,26,2.162,0.115,3.0,13.0
1253,Brian Campbell,Tough,2,-1.925,0.5,1.0,0.0
1913,Brian Carlson,Calm,4,0.455,0.0,0.0,0.0
1402,Brian Davis,Moderate,19,2.716,0.0,0.0,10.0
1402,Brian Davis,Calm,11,1.185,0.182,2.0,4.0
1300,Brian Gay,Moderate,36,1.502,0.139,5.0,14.0
1300,Brian Gay,Calm,31,1.156,0.194,6.0,12.0
1300,Brian Gay,Tough,1,-4.04,1.0,1.0,0.0
1016,Brian Harman,Calm,230,-0.558,0.296,68.0,35.0
1016,Brian Harman,Moderate,134,-0.654,0.358,48.0,27.0
1016,Brian Harman,Tough,13,0.547,0.077,1.0,3.0
1197,Brian Stuard,Calm,90,0.437,0.156,14.0,30.0
1197,Brian Stuard,Moderate,70,0.624,0.129,9.0,18.0
1197,Brian Stuard,Tough,2,3.555,0.0,0.0,2.0
1086,Brice Garnett,Calm,182,0.225,0.214,39.0,41.0
1086,Brice Garnett,Moderate,104,-0.094,0.25,26.0,22.0
1086,Brice Garnett,Tough,6,1.297,0.0,0.0,3.0
2089,Brice Wilkinson,Calm,2,5.19,0.0,0.0,2.0
1327,Bronson Burgoon,Calm,39,0.484,0.231,9.0,10.0
1327,Bronson Burgoon,Moderate,17,1.396,0.0,0.0,5.0
1327,Bronson Burgoon,Tough,2,3.485,0.0,0.0,1.0
1252,Brooks Koepka,Calm,53,-0.692,0.358,19.0,10.0
1252,Brooks Koepka,Moderate,38,-0.771,0.316,12.0,6.0
1252,Brooks Koepka,Tough,3,0.623,0.0,0.0,1.0
2316,Bryan Kim,Calm,2,-0.195,0.0,0.0,0.0
2283,Bryan Lee,Calm,2,4.805,0.0,0.0,2.0
2355,Bryan Newman,Moderate,2,5.715,0.0,0.0,2.0
2368,Bryce Easton,Calm,2,3.35,0.0,0.0,1.0
