condition,round_type,color,moon,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Elimination,Yellow,Krishna Jaya,38,23.7,26.3,27.7,18.2,-4.0,8.1,0.59,0.81
Calm,Mixed,Blue,Krishna Bhadra,33,18.2,33.3,33.0,22.2,-14.9,11.2,0.37,1.03
Calm,Mixed,Blue,Krishna Purna,56,51.8,10.7,33.0,22.2,18.7,-11.5,3.24,-2.04
Calm,Mixed,Orange,Krishna Bhadra,32,18.8,21.9,33.0,22.2,-14.3,-0.3,0.58,0.75
Calm,Mixed,Orange,Krishna Purna,68,54.4,17.6,33.0,22.2,21.4,-4.5,2.07,-1.6
Calm,Mixed,Orange,Shukla Bhadra,32,21.9,25.0,33.0,22.2,-11.2,2.8,0.59,0.43
Calm,Mixed,Purple,Krishna Bhadra,33,18.2,15.2,33.0,22.2,-14.9,-7.0,0.81,0.21
Calm,Mixed,Purple,Krishna Purna,30,60.0,6.7,33.0,22.2,27.0,-15.5,6.04,-2.28
Calm,Mixed,Purple,Shukla Rikta,49,10.2,53.1,33.0,22.2,-22.8,30.9,0.13,2.26
Calm,Mixed,Yellow,Krishna Bhadra,145,25.5,22.1,33.0,22.2,-7.5,-0.1,0.78,0.4
Calm,Mixed,Yellow,Krishna Purna,66,48.5,10.6,33.0,22.2,15.4,-11.6,3.07,-1.46
Calm,Mixed,Yellow,Shukla Bhadra,41,22.0,19.5,33.0,22.2,-11.1,-2.7,0.75,0.26
Calm,Mixed,Yellow,Shukla Nanda,44,56.8,6.8,33.0,22.2,23.8,-15.4,5.59,-1.58
Calm,Mixed,Yellow,Shukla Rikta,43,11.6,48.8,33.0,22.2,-21.4,26.7,0.16,1.83
Calm,Open,Blue,Krishna Bhadra,130,25.4,21.5,28.4,20.9,-3.0,0.6,0.87,0.04
Calm,Open,Blue,Krishna Jaya,161,30.4,19.3,28.4,20.9,2.0,-1.6,1.16,-0.37
Calm,Open,Blue,Krishna Nanda,148,22.3,17.6,28.4,20.9,-6.1,-3.3,0.93,-0.13
Calm,Open,Blue,Krishna Purna,232,20.7,23.7,28.4,20.9,-7.7,2.8,0.64,0.09
Calm,Open,Blue,Krishna Rikta,83,22.9,14.5,28.4,20.9,-5.5,-6.4,1.16,-0.01
Calm,Open,Blue,Shukla Bhadra,116,25.9,26.7,28.4,20.9,-2.6,5.8,0.71,0.23
Calm,Open,Blue,Shukla Jaya,104,35.6,18.3,28.4,20.9,7.1,-2.6,1.43,-0.52
Calm,Open,Blue,Shukla Nanda,204,29.9,23.5,28.4,20.9,1.5,2.6,0.93,-0.34
Calm,Open,Blue,Shukla Purna,285,24.6,24.2,28.4,20.9,-3.9,3.3,0.75,0.05
Calm,Open,Blue,Shukla Rikta,121,24.8,20.7,28.4,20.9,-3.6,-0.2,0.88,-0.03
Calm,Open,Green,Krishna Bhadra,40,25.0,25.0,28.4,20.9,-3.4,4.1,0.73,0.03
Calm,Open,Green,Krishna Jaya,98,30.6,17.3,28.4,20.9,2.2,-3.5,1.3,-0.13
Calm,Open,Green,Krishna Nanda,153,24.2,29.4,28.4,20.9,-4.2,8.5,0.6,0.22
Calm,Open,Green,Krishna Purna,106,30.2,23.6,28.4,20.9,1.8,2.7,0.94,-0.39
Calm,Open,Green,Krishna Rikta,74,33.8,13.5,28.4,20.9,5.4,-7.4,1.84,-0.76
Calm,Open,Green,Shukla Bhadra,79,25.3,25.3,28.4,20.9,-3.1,4.4,0.73,0.0
Calm,Open,Green,Shukla Jaya,111,25.2,27.0,28.4,20.9,-3.2,6.1,0.69,0.22
Calm,Open,Green,Shukla Nanda,101,27.7,21.8,28.4,20.9,-0.7,0.9,0.94,-0.25
Calm,Open,Green,Shukla Purna,152,22.4,20.4,28.4,20.9,-6.1,-0.5,0.81,0.05
Calm,Open,Green,Shukla Rikta,65,32.3,12.3,28.4,20.9,3.9,-8.6,1.93,-0.53
Calm,Open,Orange,Krishna Bhadra,128,23.4,24.2,28.4,20.9,-5.0,3.3,0.71,0.13
Calm,Open,Orange,Krishna Jaya,131,33.6,15.3,28.4,20.9,5.2,-5.6,1.62,-0.69
Calm,Open,Orange,Krishna Nanda,142,21.1,20.4,28.4,20.9,-7.3,-0.5,0.76,0.06
Calm,Open,Orange,Krishna Purna,225,27.6,21.8,28.4,20.9,-0.9,0.9,0.93,-0.19
Calm,Open,Orange,Krishna Rikta,37,40.5,29.7,28.4,20.9,12.1,8.8,1.0,-0.34
Calm,Open,Orange,Shukla Bhadra,105,33.3,14.3,28.4,20.9,4.9,-6.6,1.71,-0.84
Calm,Open,Orange,Shukla Jaya,72,31.9,18.1,28.4,20.9,3.5,-2.8,1.3,-0.18
Calm,Open,Orange,Shukla Nanda,115,33.0,19.1,28.4,20.9,4.6,-1.8,1.27,-0.63
Calm,Open,Orange,Shukla Purna,229,26.2,17.5,28.4,20.9,-2.2,-3.4,1.1,-0.06
Calm,Open,Orange,Shukla Rikta,210,23.3,23.3,28.4,20.9,-5.1,2.4,0.73,0.02
Calm,Open,Purple,Krishna Bhadra,42,21.4,21.4,28.4,20.9,-7.0,0.5,0.73,-0.01
Calm,Open,Purple,Krishna Jaya,132,37.9,16.7,28.4,20.9,9.4,-4.2,1.67,-0.67
Calm,Open,Purple,Krishna Nanda,155,31.0,22.6,28.4,20.9,2.5,1.7,1.01,-0.37
Calm,Open,Purple,Krishna Purna,109,29.4,27.5,28.4,20.9,0.9,6.6,0.78,-0.14
Calm,Open,Purple,Krishna Rikta,106,34.0,13.2,28.4,20.9,5.5,-7.7,1.89,-0.59
Calm,Open,Purple,Shukla Bhadra,101,23.8,27.7,28.4,20.9,-4.7,6.8,0.63,0.26
Calm,Open,Purple,Shukla Jaya,140,28.6,27.1,28.4,20.9,0.1,6.3,0.77,0.25
Calm,Open,Purple,Shukla Nanda,127,28.3,25.2,28.4,20.9,-0.1,4.3,0.83,-0.27
Calm,Open,Purple,Shukla Purna,162,29.6,23.5,28.4,20.9,1.2,2.6,0.93,-0.03
Calm,Open,Purple,Shukla Rikta,73,19.2,12.3,28.4,20.9,-9.3,-8.6,1.14,0.03
Calm,Open,Red,Krishna Jaya,50,20.0,30.0,28.4,20.9,-8.4,9.1,0.49,1.04
Calm,Open,Red,Krishna Nanda,60,20.0,15.0,28.4,20.9,-8.4,-5.9,0.98,-0.25
Calm,Open,Red,Shukla Purna,49,26.5,10.2,28.4,20.9,-1.9,-10.7,1.91,-0.92
Calm,Open,Yellow,Krishna Bhadra,218,28.9,17.9,28.4,20.9,0.5,-3.0,1.19,-0.19
Calm,Open,Yellow,Krishna Jaya,366,33.3,20.5,28.4,20.9,4.9,-0.4,1.2,-0.46
Calm,Open,Yellow,Krishna Nanda,332,24.4,22.0,28.4,20.9,-4.0,1.1,0.82,0.02
Calm,Open,Yellow,Krishna Purna,310,26.5,19.7,28.4,20.9,-2.0,-1.2,0.99,-0.29
Calm,Open,Yellow,Krishna Rikta,184,28.8,17.9,28.4,20.9,0.4,-3.0,1.18,-0.18
Calm,Open,Yellow,Shukla Bhadra,198,24.2,25.8,28.4,20.9,-4.2,4.9,0.69,0.23
Calm,Open,Yellow,Shukla Jaya,238,29.4,22.7,28.4,20.9,1.0,1.8,0.95,-0.27
Calm,Open,Yellow,Shukla Nanda,315,38.7,16.2,28.4,20.9,10.3,-4.7,1.76,-0.9
Calm,Open,Yellow,Shukla Purna,429,34.0,19.3,28.4,20.9,5.6,-1.5,1.29,-0.38
Calm,Open,Yellow,Shukla Rikta,206,30.6,18.9,28.4,20.9,2.2,-2.0,1.19,-0.22
Calm,Positioning,Blue,Krishna Bhadra,93,25.8,20.4,24.9,21.6,0.9,-1.2,1.09,0.08
Calm,Positioning,Blue,Krishna Jaya,66,13.6,25.8,24.9,21.6,-11.3,4.2,0.46,0.45
Calm,Positioning,Blue,Krishna Nanda,82,20.7,20.7,24.9,21.6,-4.2,-0.9,0.87,0.01
Calm,Positioning,Blue,Krishna Purna,100,27.0,26.0,24.9,21.6,2.1,4.4,0.9,0.07
Calm,Positioning,Blue,Krishna Rikta,83,26.5,18.1,24.9,21.6,1.6,-3.5,1.27,-0.04
Calm,Positioning,Blue,Shukla Bhadra,110,15.5,20.0,24.9,21.6,-9.5,-1.6,0.67,0.09
Calm,Positioning,Blue,Shukla Jaya,102,33.3,15.7,24.9,21.6,8.4,-5.9,1.84,-0.45
Calm,Positioning,Blue,Shukla Nanda,73,26.0,19.2,24.9,21.6,1.1,-2.4,1.18,-0.1
Calm,Positioning,Blue,Shukla Purna,133,35.3,21.1,24.9,21.6,10.4,-0.5,1.45,-0.5
Calm,Positioning,Blue,Shukla Rikta,120,18.3,26.7,24.9,21.6,-6.6,5.1,0.6,0.37
Calm,Positioning,Green,Krishna Bhadra,60,40.0,10.0,24.9,21.6,15.1,-11.6,3.47,-0.95
Calm,Positioning,Green,Krishna Jaya,63,23.8,20.6,24.9,21.6,-1.1,-1.0,1.0,-0.38
Calm,Positioning,Green,Krishna Nanda,69,24.6,21.7,24.9,21.6,-0.3,0.1,0.98,-0.03
Calm,Positioning,Green,Krishna Purna,48,12.5,31.3,24.9,21.6,-12.4,9.6,0.35,0.97
Calm,Positioning,Green,Krishna Rikta,53,22.6,15.1,24.9,21.6,-2.3,-6.5,1.3,-0.21
Calm,Positioning,Green,Shukla Bhadra,85,28.2,21.2,24.9,21.6,3.3,-0.4,1.16,-0.25
Calm,Positioning,Green,Shukla Jaya,48,22.9,16.7,24.9,21.6,-2.0,-4.9,1.19,-0.1
Calm,Positioning,Green,Shukla Purna,59,20.3,20.3,24.9,21.6,-4.6,-1.3,0.87,-0.09
Calm,Positioning,Green,Shukla Rikta,48,29.2,18.8,24.9,21.6,4.2,-2.9,1.35,-0.45
Calm,Positioning,Orange,Krishna Bhadra,91,25.3,22.0,24.9,21.6,0.3,0.4,1.0,-0.03
Calm,Positioning,Orange,Krishna Jaya,67,17.9,28.4,24.9,21.6,-7.0,6.8,0.55,0.52
Calm,Positioning,Orange,Krishna Nanda,75,20.0,28.0,24.9,21.6,-4.9,6.4,0.62,0.23
Calm,Positioning,Orange,Krishna Purna,62,30.6,21.0,24.9,21.6,5.7,-0.6,1.27,-0.46
Calm,Positioning,Orange,Krishna Rikta,121,28.1,20.7,24.9,21.6,3.2,-0.9,1.18,-0.15
Calm,Positioning,Orange,Shukla Bhadra,77,23.4,20.8,24.9,21.6,-1.6,-0.8,0.97,-0.22
Calm,Positioning,Orange,Shukla Jaya,92,25.0,19.6,24.9,21.6,0.1,-2.0,1.11,-0.14
Calm,Positioning,Orange,Shukla Nanda,89,34.8,21.3,24.9,21.6,9.9,-0.3,1.41,-0.38
Calm,Positioning,Orange,Shukla Purna,108,29.6,23.1,24.9,21.6,4.7,1.5,1.11,-0.39
Calm,Positioning,Orange,Shukla Rikta,98,25.5,27.6,24.9,21.6,0.6,5.9,0.8,0.45
Calm,Positioning,Purple,Krishna Bhadra,77,29.9,13.0,24.9,21.6,4.9,-8.6,1.99,-0.58
Calm,Positioning,Purple,Krishna Jaya,61,21.3,21.3,24.9,21.6,-3.6,-0.3,0.87,-0.14
Calm,Positioning,Purple,Krishna Nanda,67,32.8,20.9,24.9,21.6,7.9,-0.7,1.36,-0.38
Calm,Positioning,Purple,Krishna Purna,69,20.3,29.0,24.9,21.6,-4.6,7.4,0.61,0.19
Calm,Positioning,Purple,Krishna Rikta,58,13.8,29.3,24.9,21.6,-11.1,7.7,0.41,0.71
Calm,Positioning,Purple,Shukla Bhadra,93,22.6,20.4,24.9,21.6,-2.4,-1.2,0.96,0.0
Calm,Positioning,Purple,Shukla Jaya,102,25.5,19.6,24.9,21.6,0.6,-2.0,1.13,-0.21
Calm,Positioning,Purple,Shukla Purna,72,33.3,11.1,24.9,21.6,8.4,-10.5,2.6,-1.05
Calm,Positioning,Purple,Shukla Rikta,52,25.0,30.8,24.9,21.6,0.1,9.2,0.7,0.33
Calm,Positioning,Yellow,Krishna Bhadra,197,29.4,16.8,24.9,21.6,4.5,-4.9,1.52,-0.43
Calm,Positioning,Yellow,Krishna Jaya,119,25.2,20.2,24.9,21.6,0.3,-1.4,1.08,-0.15
Calm,Positioning,Yellow,Krishna Nanda,208,24.5,23.6,24.9,21.6,-0.4,2.0,0.9,-0.04
Calm,Positioning,Yellow,Krishna Purna,159,23.9,22.0,24.9,21.6,-1.0,0.4,0.94,-0.37
Calm,Positioning,Yellow,Krishna Rikta,146,25.3,27.4,24.9,21.6,0.4,5.8,0.8,0.18
Calm,Positioning,Yellow,Shukla Bhadra,218,22.0,26.6,24.9,21.6,-2.9,5.0,0.72,0.17
Calm,Positioning,Yellow,Shukla Jaya,211,24.6,19.0,24.9,21.6,-0.3,-2.6,1.13,-0.08
Calm,Positioning,Yellow,Shukla Nanda,104,29.8,22.1,24.9,21.6,4.9,0.5,1.17,-0.2
Calm,Positioning,Yellow,Shukla Purna,205,19.5,19.5,24.9,21.6,-5.4,-2.1,0.87,-0.12
Calm,Positioning,Yellow,Shukla Rikta,151,21.9,23.2,24.9,21.6,-3.1,1.6,0.82,-0.02
Calm,REMOVE,Blue,Krishna Jaya,53,22.6,32.1,25.6,29.6,-3.0,2.5,0.81,0.01
Calm,REMOVE,Blue,Krishna Nanda,75,30.7,29.3,25.6,29.6,5.0,-0.3,1.21,-0.75
Calm,REMOVE,Blue,Krishna Purna,114,18.4,25.4,25.6,29.6,-7.2,-4.2,0.84,0.42
Calm,REMOVE,Blue,Krishna Rikta,39,20.5,41.0,25.6,29.6,-5.1,11.4,0.58,0.83
Calm,REMOVE,Blue,Shukla Bhadra,42,31.0,31.0,25.6,29.6,5.3,1.4,1.15,0.43
Calm,REMOVE,Blue,Shukla Nanda,79,22.8,17.7,25.6,29.6,-2.9,-11.9,1.48,-0.11
Calm,REMOVE,Blue,Shukla Purna,51,35.3,19.6,25.6,29.6,9.7,-10.0,2.08,-0.53
Calm,REMOVE,Blue,Shukla Rikta,63,20.6,46.0,25.6,29.6,-5.0,16.4,0.52,1.27
Calm,REMOVE,Green,Krishna Purna,30,20.0,33.3,25.6,29.6,-5.6,3.7,0.69,0.36
Calm,REMOVE,Green,Shukla Bhadra,33,24.2,33.3,25.6,29.6,-1.4,3.7,0.84,0.9
Calm,REMOVE,Green,Shukla Nanda,45,20.0,37.8,25.6,29.6,-5.6,8.2,0.61,1.09
Calm,REMOVE,Green,Shukla Purna,52,30.8,25.0,25.6,29.6,5.1,-4.6,1.42,-0.26
Calm,REMOVE,Orange,Krishna Jaya,45,22.2,28.9,25.6,29.6,-3.4,-0.7,0.89,0.08
Calm,REMOVE,Orange,Krishna Nanda,86,23.3,31.4,25.6,29.6,-2.4,1.8,0.86,-0.11
Calm,REMOVE,Orange,Krishna Purna,48,22.9,27.1,25.6,29.6,-2.7,-2.5,0.98,0.67
Calm,REMOVE,Orange,Krishna Rikta,61,26.2,29.5,25.6,29.6,0.6,-0.1,1.03,-0.11
Calm,REMOVE,Orange,Shukla Bhadra,37,16.2,45.9,25.6,29.6,-9.4,16.3,0.41,1.32
Calm,REMOVE,Orange,Shukla Jaya,39,30.8,48.7,25.6,29.6,5.1,19.1,0.73,1.06
Calm,REMOVE,Orange,Shukla Nanda,69,21.7,34.8,25.6,29.6,-3.9,5.2,0.72,0.99
Calm,REMOVE,Orange,Shukla Purna,61,24.6,23.0,25.6,29.6,-1.0,-6.6,1.24,-0.28
Calm,REMOVE,Orange,Shukla Rikta,58,20.7,25.9,25.6,29.6,-4.9,-3.7,0.92,0.22
Calm,REMOVE,Purple,Krishna Nanda,38,36.8,5.3,25.6,29.6,11.2,-24.3,8.08,-0.87
Calm,REMOVE,Purple,Krishna Purna,55,10.9,32.7,25.6,29.6,-14.7,3.1,0.38,0.82
Calm,REMOVE,Purple,Shukla Nanda,30,36.7,40.0,25.6,29.6,11.0,10.4,1.06,0.59
Calm,REMOVE,Purple,Shukla Purna,48,41.7,16.7,25.6,29.6,16.0,-12.9,2.89,-1.03
Calm,REMOVE,Yellow,Krishna Bhadra,37,40.5,35.1,25.6,29.6,14.9,5.5,1.33,-0.24
Calm,REMOVE,Yellow,Krishna Jaya,96,29.2,28.1,25.6,29.6,3.5,-1.5,1.2,0.02
Calm,REMOVE,Yellow,Krishna Nanda,113,29.2,21.2,25.6,29.6,3.6,-8.4,1.59,-0.32
Calm,REMOVE,Yellow,Krishna Purna,105,21.0,29.5,25.6,29.6,-4.7,-0.1,0.82,0.41
Calm,REMOVE,Yellow,Krishna Rikta,47,23.4,23.4,25.6,29.6,-2.2,-6.2,1.15,0.19
Calm,REMOVE,Yellow,Shukla Bhadra,109,26.6,44.0,25.6,29.6,1.0,14.4,0.7,1.14
Calm,REMOVE,Yellow,Shukla Nanda,133,27.1,30.8,25.6,29.6,1.4,1.2,1.01,0.25
Calm,REMOVE,Yellow,Shukla Purna,122,33.6,22.1,25.6,29.6,8.0,-7.5,1.75,-0.32
Calm,REMOVE,Yellow,Shukla Rikta,105,23.8,27.6,25.6,29.6,-1.8,-2.0,1.0,0.76
Calm,Survival,Blue,Krishna Bhadra,107,24.3,21.5,26.6,22.6,-2.3,-1.1,0.96,-0.04
Calm,Survival,Blue,Krishna Jaya,97,27.8,21.6,26.6,22.6,1.2,-0.9,1.09,-0.37
Calm,Survival,Blue,Krishna Nanda,101,22.8,26.7,26.6,22.6,-3.8,4.2,0.72,0.0
Calm,Survival,Blue,Krishna Purna,38,26.3,23.7,26.6,22.6,-0.3,1.1,0.94,0.08
Calm,Survival,Blue,Krishna Rikta,85,16.5,34.1,26.6,22.6,-10.1,11.6,0.41,0.65
Calm,Survival,Blue,Shukla Bhadra,73,28.8,23.3,26.6,22.6,2.2,0.7,1.05,0.07
Calm,Survival,Blue,Shukla Jaya,79,34.2,21.5,26.6,22.6,7.6,-1.0,1.35,-0.44
Calm,Survival,Blue,Shukla Nanda,161,35.4,23.0,26.6,22.6,8.8,0.4,1.31,-0.29
Calm,Survival,Blue,Shukla Purna,175,27.4,27.4,26.6,22.6,0.8,4.9,0.85,0.05
Calm,Survival,Blue,Shukla Rikta,178,28.1,22.5,26.6,22.6,1.5,-0.1,1.06,0.0
Calm,Survival,Green,Krishna Bhadra,65,23.1,15.4,26.6,22.6,-3.5,-7.2,1.27,-0.49
Calm,Survival,Green,Krishna Jaya,63,27.0,20.6,26.6,22.6,0.4,-1.9,1.11,-0.48
Calm,Survival,Green,Krishna Nanda,66,28.8,13.6,26.6,22.6,2.2,-8.9,1.79,-0.69
Calm,Survival,Green,Krishna Rikta,61,23.0,23.0,26.6,22.6,-3.6,0.4,0.85,0.14
Calm,Survival,Green,Shukla Bhadra,36,25.0,22.2,26.6,22.6,-1.6,-0.3,0.95,-0.06
Calm,Survival,Green,Shukla Jaya,84,31.0,16.7,26.6,22.6,4.4,-5.9,1.57,-0.65
Calm,Survival,Green,Shukla Nanda,105,37.1,13.3,26.6,22.6,10.5,-9.2,2.36,-0.85
Calm,Survival,Green,Shukla Purna,79,19.0,30.4,26.6,22.6,-7.6,7.8,0.53,0.65
Calm,Survival,Green,Shukla Rikta,95,20.0,28.4,26.6,22.6,-6.6,5.9,0.6,0.34
Calm,Survival,Orange,Krishna Bhadra,120,21.7,24.2,26.6,22.6,-4.9,1.6,0.76,0.05
Calm,Survival,Orange,Krishna Jaya,66,31.8,18.2,26.6,22.6,5.2,-4.4,1.48,-0.53
Calm,Survival,Orange,Krishna Nanda,126,21.4,23.8,26.6,22.6,-5.2,1.3,0.76,0.17
Calm,Survival,Orange,Krishna Purna,50,22.0,30.0,26.6,22.6,-4.6,7.4,0.62,0.32
Calm,Survival,Orange,Krishna Rikta,86,24.4,32.6,26.6,22.6,-2.2,10.0,0.64,0.19
Calm,Survival,Orange,Shukla Bhadra,40,20.0,35.0,26.6,22.6,-6.6,12.4,0.48,0.68
Calm,Survival,Orange,Shukla Jaya,74,31.1,25.7,26.6,22.6,4.5,3.1,1.03,-0.14
Calm,Survival,Orange,Shukla Nanda,115,38.3,13.9,26.6,22.6,11.7,-8.6,2.33,-0.75
Calm,Survival,Orange,Shukla Purna,168,20.2,26.8,26.6,22.6,-6.4,4.2,0.64,0.4
Calm,Survival,Orange,Shukla Rikta,156,36.5,16.0,26.6,22.6,9.9,-6.5,1.93,-0.65
Calm,Survival,Purple,Krishna Bhadra,69,31.9,20.3,26.6,22.6,5.3,-2.3,1.33,-0.2
Calm,Survival,Purple,Krishna Jaya,62,19.4,17.7,26.6,22.6,-7.2,-4.8,0.93,-0.12
Calm,Survival,Purple,Krishna Nanda,81,19.8,22.2,26.6,22.6,-6.8,-0.3,0.75,0.08
Calm,Survival,Purple,Krishna Rikta,67,28.4,23.9,26.6,22.6,1.8,1.3,1.01,-0.05
Calm,Survival,Purple,Shukla Bhadra,31,22.6,16.1,26.6,22.6,-4.0,-6.4,1.19,-0.39
Calm,Survival,Purple,Shukla Jaya,81,27.2,14.8,26.6,22.6,0.6,-7.7,1.55,-0.56
Calm,Survival,Purple,Shukla Nanda,110,25.5,22.7,26.6,22.6,-1.1,0.2,0.95,0.07
Calm,Survival,Purple,Shukla Purna,92,25.0,17.4,26.6,22.6,-1.6,-5.2,1.22,-0.07
Calm,Survival,Purple,Shukla Rikta,78,26.9,21.8,26.6,22.6,0.3,-0.8,1.05,-0.06
Calm,Survival,Red,Krishna Bhadra,34,23.5,14.7,26.6,22.6,-3.1,-7.9,1.36,-0.18
Calm,Survival,Red,Krishna Rikta,31,38.7,12.9,26.6,22.6,12.1,-9.7,2.54,-0.89
Calm,Survival,Red,Shukla Nanda,49,30.6,26.5,26.6,22.6,4.0,4.0,0.98,0.04
Calm,Survival,Red,Shukla Purna,38,36.8,28.9,26.6,22.6,10.2,6.4,1.08,-0.12
Calm,Survival,Yellow,Krishna Bhadra,159,34.6,20.1,26.6,22.6,8.0,-2.4,1.46,-0.37
Calm,Survival,Yellow,Krishna Jaya,201,23.4,21.4,26.6,22.6,-3.2,-1.2,0.93,-0.2
