condition,round_type,color,element,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Survival,Blue,Water,201,30.3,18.4,26.6,22.5,3.7,-4.0,1.39,-0.36
Calm,Survival,Blue,Wood,170,22.9,24.7,26.6,22.5,-3.7,2.3,0.78,-0.11
Calm,Survival,Green,Earth,133,29.3,15.0,26.6,22.5,2.7,-7.4,1.64,-0.63
Calm,Survival,Green,Fire,186,22.0,25.8,26.6,22.5,-4.6,3.4,0.72,0.04
Calm,Survival,Green,Metal,125,24.8,19.2,26.6,22.5,-1.8,-3.3,1.09,-0.08
Calm,Survival,Green,Water,113,29.2,19.5,26.6,22.5,2.6,-3.0,1.26,-0.24
Calm,Survival,Green,Wood,106,28.3,20.8,26.6,22.5,1.7,-1.7,1.15,-0.38
Calm,Survival,Orange,Earth,230,27.8,22.6,26.6,22.5,1.2,0.2,1.04,-0.09
Calm,Survival,Orange,Fire,216,24.5,26.4,26.6,22.5,-2.1,3.9,0.78,0.06
Calm,Survival,Orange,Metal,210,28.1,25.7,26.6,22.5,1.5,3.3,0.92,0.04
Calm,Survival,Orange,Water,180,30.0,18.9,26.6,22.5,3.4,-3.6,1.34,-0.44
Calm,Survival,Orange,Wood,150,25.3,20.0,26.6,22.5,-1.3,-2.5,1.07,-0.13
Calm,Survival,Purple,Earth,146,27.4,15.8,26.6,22.5,0.8,-6.7,1.47,-0.48
Calm,Survival,Purple,Fire,166,28.3,18.7,26.6,22.5,1.7,-3.8,1.28,-0.38
Calm,Survival,Purple,Metal,140,20.7,20.7,26.6,22.5,-5.9,-1.7,0.84,0.31
Calm,Survival,Purple,Water,104,26.0,26.0,26.6,22.5,-0.7,3.5,0.84,0.18
Calm,Survival,Purple,Wood,116,23.3,20.7,26.6,22.5,-3.4,-1.8,0.95,-0.06
Calm,Survival,Red,Earth,43,23.3,30.2,26.6,22.5,-3.4,7.8,0.65,0.23
Calm,Survival,Red,Fire,65,30.8,18.5,26.6,22.5,4.1,-4.0,1.41,-0.31
Calm,Survival,Red,Metal,33,33.3,30.3,26.6,22.5,6.7,7.8,0.93,0.16
Calm,Survival,Red,Water,36,36.1,19.4,26.6,22.5,9.5,-3.0,1.57,-0.34
Calm,Survival,Red,Wood,31,38.7,12.9,26.6,22.5,12.1,-9.6,2.53,-0.73
Calm,Survival,Yellow,Earth,374,25.7,21.7,26.6,22.5,-1.0,-0.8,1.0,-0.03
Calm,Survival,Yellow,Fire,552,27.2,23.2,26.6,22.5,0.5,0.7,0.99,-0.05
Calm,Survival,Yellow,Metal,342,24.3,22.2,26.6,22.5,-2.4,-0.2,0.92,0.01
Calm,Survival,Yellow,Water,359,28.7,20.1,26.6,22.5,2.1,-2.4,1.21,-0.36
Calm,Survival,Yellow,Wood,367,23.2,25.9,26.6,22.5,-3.5,3.4,0.75,0.23
